"Date","Related","Document Title"
1999-04-30,"William J. Clinton","Executive Order 13121—Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting Trade Transactions Involving the Federal Republic of Yugoslavia"
1999-05-25,"William J. Clinton","Executive Order 13122—Interagency Task Force on the Economic Development of the Southwest Border"
1999-06-03,"William J. Clinton","Executive Order 13123—Greening the Government Through Efficient Energy Management"
1999-06-04,"William J. Clinton","Executive Order 13124—Amending the Civil Service Rules Relating to Federal Employees With Psychiatric Disabilities"
1999-06-07,"William J. Clinton","Executive Order 13125—Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs"
1999-06-12,"William J. Clinton","Executive Order 13126—Prohibition of Acquisition of Products Produced by Forced or Indentured Child Labor"
1999-06-14,"William J. Clinton","Executive Order 13127—Amendment to Executive Order 13073, Year 2000 Conversion"
1999-06-25,"William J. Clinton","Executive Order 13128—Implementation of the Chemical Weapons Convention and the Chemical Weapons Convention Implementation Act"
1999-07-04,"William J. Clinton","Executive Order 13129—Blocking Property and Prohibiting Transactions With the Taliban"
1999-07-14,"William J. Clinton","Executive Order 13130—National Infrastructure Assurance Council"
1999-07-22,"William J. Clinton","Executive Order 13131—Further Amendments to Executive Order 12757, Implementation of the Enterprise for the Americas Initiative"
1999-08-04,"William J. Clinton","Executive Order 13132—Federalism"
1999-08-05,"William J. Clinton","Executive Order 13133—Working Group on Unlawful Conduct on the Internet"
1999-08-12,"William J. Clinton","Executive Order 13134—Developing and Promoting Biobased Products and Bioenergy"
1999-08-27,"William J. Clinton","Executive Order 13135—Amendment to Executive Order 12216, President's Committee on the International Labor Organization"
1999-09-03,"William J. Clinton","Executive Order 13136—Amendment to Executive Order 13090, President's Commission on the Celebration of Women in American History"
1999-09-15,"William J. Clinton","Executive Order 13137—Further Amendment to Executive Order 12975, as Amended, National Bioethics Advisory Commission"
1999-09-30,"William J. Clinton","Executive Order 13139—Improving Health Protection of Military Personnel Participating in Particular Military Operations"
1999-09-30,"William J. Clinton","Executive Order 13138—Continuance of Certain Federal Advisory Committees"
1999-10-06,"William J. Clinton","Executive Order 13140—1999 Amendments to the Manual for Courts-Martial, United States"
1999-11-16,"William J. Clinton","Executive Order 13141—Environmental Review of Trade Agreements"
1999-11-19,"William J. Clinton","Executive Order 13142—Amendment to Executive Order 12958—Classified National Security Information"
1999-12-01,"William J. Clinton","Executive Order 13143—Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States"
1999-12-21,"William J. Clinton","Executive Order 13144—Adjustments of Certain Rates of Pay"
2000-02-08,"William J. Clinton","Executive Order 13145—To Prohibit Discrimination in Federal Employment Based on Genetic Information"
2000-02-29,"William J. Clinton","Executive Order 13146—Presidents Council on the Future of Princeville, North Carolina"
2000-03-07,"William J. Clinton","Executive Order 13147—White House Commission on Complementary and Alternative Medicine Policy"
2000-04-21,"William J. Clinton","Executive Order 13150—Federal Workforce Transportation"
2000-04-21,"William J. Clinton","Executive Order 13148—Greening the Government Through Leadership in Environmental Management"
2000-04-21,"William J. Clinton","Executive Order 13149—Greening the Government Through Federal Fleet and Transportation Efficiency"
2000-04-27,"William J. Clinton","Executive Order 13151—Global Disaster Information Network"
2000-05-02,"William J. Clinton","Executive Order 13152—Further Amendment to Executive Order 11478, Equal Employment Opportunity in Federal Government"
2000-05-03,"William J. Clinton","Executive Order 13153—Actions To Improve Low-Performing Schools"
2000-05-03,"William J. Clinton","Executive Order 13154—Establishing the Kosovo Campaign Medal"
2000-05-10,"William J. Clinton","Executive Order 13155—Access to HIV/AIDS Pharmaceuticals and MedicalTechnologies"
2000-05-17,"William J. Clinton","Executive Order 13156—Amendment to Executive Order 12871 Regarding the National Partnership Council"
2000-05-23,"William J. Clinton","Executive Order 13157—Increasing Opportunities for Women-Owned Small Businesses"
2000-05-26,"William J. Clinton","Executive Order 13158—Marine Protected Areas"
2000-06-21,"William J. Clinton","Executive Order 13159—Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons"
2000-06-23,"William J. Clinton","Executive Order 13160—Nondiscrimination on the Basis of Race, Sex, Color, National Origin, Disability, Religion, Age, Sexual Orientation, and Status as a Parent in Federally Conducted Education and Training Programs"
2000-06-29,"William J. Clinton","Executive Order 13161—Establishment of the Presidential Medal of Valor for Public Safety Officers"
2000-07-06,"William J. Clinton","Executive Order 13162—Federal Career Intern Program"
2000-07-26,"William J. Clinton","Executive Order 13164—Requiring Federal Agencies To Establish Procedures ToFacilitate the Provision of Reasonable Accommodation"
2000-07-26,"William J. Clinton","Executive Order 13163—Increasing the Opportunity for Individuals With Disabilities To Be Employed in the Federal Government"
2000-08-09,"William J. Clinton","Executive Order 13165—Creation of the White House Task Force on Drug Use in Sports and Authorization for the Director of the Office of National Drug Control Policy To Serve as the United States Governments Representative on the Board of the World Anti-Doping Agency"
2000-08-11,"William J. Clinton","Executive Order 13166—Improving Access to Services for Persons With Limited English Proficiency"
2000-09-15,"William J. Clinton","Executive Order 13167—Amendment to Executive Order 13147, Increasing the Membership of the White House Commission on Complementary and Alternative Medicine Policy"
2000-09-22,"William J. Clinton","Executive Order 13168—Presidents Commission on Improving Economic Opportunity in Communities Dependent on Tobacco Production While Protecting Public Health"
2000-10-06,"William J. Clinton","Executive Order 13169—Assistance to Small Business Exporters and Dislocated Workers"
2000-10-06,"William J. Clinton","Executive Order 13170—Increasing Opportunities and Access for Disadvantaged Businesses"
2000-10-12,"William J. Clinton","Executive Order 13171—Hispanic Employment in the Federal Government"
2000-10-25,"William J. Clinton","Executive Order 13172—Amendment to Executive Order 13078, To Expand the Role of the National Task Force on Employment of Adults With Disabilities To Include a Focus on Youth"
2000-10-25,"William J. Clinton","Executive Order 13173—Interagency Task Force on the Economic Development of the Central San Joaquin Valley"
2000-10-27,"William J. Clinton","Executive Order 13174—Commission on Workers, Communities, and Economic Change in the New Economy"
2000-11-06,"William J. Clinton","Executive Order 13175—Consultation and Coordination With Indian Tribal Governments"
2000-11-27,"William J. Clinton","Executive Order 13176—Facilitation of a Presidential Transition"
2000-12-04,"William J. Clinton","Executive Order 13178—Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve"
2000-12-04,"William J. Clinton","Executive Order 13177—National Commission on the Use of Offsets in Defense Trade and President's Council on the Use of Offsets in Commercial Trade"
2000-12-07,"William J. Clinton","Executive Order 13179—Providing Compensation to Americas Nuclear Weapons Workers"
2000-12-07,"William J. Clinton","Executive Order 13180—Air Traffic Performance-Based Organization"
2000-12-20,"William J. Clinton","Executive Order 13181—To Protect the Privacy of Protected Health Information in Oversight Investigations"
2000-12-23,"William J. Clinton","Executive Order 13183—Establishment of the Presidents Task Force on Puerto Ricos Status"
2000-12-23,"William J. Clinton","Executive Order 13182—Adjustments of Certain Rates of Pay"
2000-12-28,"William J. Clinton","Executive Order 13184—Revocation of Executive Order 12834"
2000-12-28,"William J. Clinton","Executive Order 13185—To Strengthen the Federal Government-University Research Partnership"
2001-01-10,"William J. Clinton","Executive Order 13186—Responsibilities of Federal Agencies To Protect Migratory Birds"
2001-01-10,"William J. Clinton","Executive Order 13187—The Presidents Disability Employment Partnership Board"
2001-01-12,"William J. Clinton","Executive Order 13188—Amendment to Executive Order 13111, Extension of the Advisory Committee on Expanding Training Opportunities"
2001-01-15,"William J. Clinton","Executive Order 13189—Federal Interagency Task Force on the District of Columbia"
2001-01-15,"William J. Clinton","Executive Order 13190—Presidents Commission on Educational Resource Equity"
2001-01-17,"William J. Clinton","Executive Order 13192—Lifting and Modifying Measures With Respect to the Federal Republic of Yugoslavia (Serbia and Montenegro)"
2001-01-17,"William J. Clinton","Executive Order 13191—Implementation of the African Growth and Opportunity Act and the United States-Caribbean Basin Trade Partnership Act"
2001-01-18,"William J. Clinton","Executive Order 13197—Governmentwide Accountability for Merit System Principles; Workforce Information"
2001-01-18,"William J. Clinton","Executive Order 13193—Federal Leadership on Global Tobacco Control and Prevention"
2001-01-18,"William J. Clinton","Executive Order 13194—Prohibiting the Importation of Rough Diamonds From Sierra Leone"
2001-01-18,"William J. Clinton","Executive Order 13195—Trails for America in the 21st Century"
2001-01-18,"William J. Clinton","Executive Order 13196—Final Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve"
2001-01-29,"George W. Bush","Executive Order 13198—Agency Responsibilities With Respect to Faith-Based and Community Initiatives"
2001-01-29,"George W. Bush","Executive Order 13199—Establishment of White House Office of Faith-Based and Community Initiatives"
2001-02-11,"George W. Bush","Executive Order 13200—Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended"
2001-02-17,"George W. Bush","Executive Order 13203—Revocation of Executive Order and Presidential Memorandum Concerning Labor-Management Partnerships"
2001-02-17,"George W. Bush","Executive Order 13204—Revocation of Executive Order on Nondisplacement of Qualified Workers Under Certain Contracts"
2001-02-17,"George W. Bush","Executive Order 13201—Notification of Employee Rights Concerning Payment of Union Dues or Fees"
2001-02-17,"George W. Bush","Executive Order 13202—Preservation of Open Competition and Government Neutrality Towards Government Contractors Labor Relations on Federal and Federally Funded Construction Projects"
2001-03-09,"George W. Bush","Executive Order 13205—Establishing an Emergency Board To Investigate a Dispute Between Northwest Airlines, Inc., and Its Employees Represented by the Aircraft Mechanics Fraternal Association"
2001-04-04,"George W. Bush","Executive Order 13206—Termination of Emergency Authority for Certain Export Controls"
2001-04-05,"George W. Bush","Executive Order 13207—Further Amendment to Executive Order 10000, Regulations Governing Additional Compensation and Credit Granted Certain Employees of the Federal Government Serving Outside the United States"
2001-04-06,"George W. Bush","Executive Order 13208—Amendment to Executive Order 13202, Preservation of Open Competition and Government Neutrality Towards Government Contractors Labor Relations on Federal and Federally Funded Construction Projects"
2001-04-30,"George W. Bush","Executive Order 13209—Amendment to Executive Order 13183, Establishment of the Presidents Task Force on Puerto Ricos Status"
2001-05-02,"George W. Bush","Executive Order 13210—Presidents Commission To Strengthen Social Security"
2001-05-18,"George W. Bush","Executive Order 13211—Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use"
2001-05-18,"George W. Bush","Executive Order 13212—Actions To Expedite Energy-Related Projects"
2001-05-22,"George W. Bush","Executive Order 13213—Additional Measures With Respect to Prohibiting the Importation of Rough Diamonds From Sierra Leone"
2001-05-28,"George W. Bush","Executive Order 13214—Presidents Task Force To Improve Health Care Delivery for Our Nations Veterans"
2001-05-31,"George W. Bush","Executive Order 13215—Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended"
2001-06-06,"George W. Bush","Executive Order 13216—Amendment to Executive Order 13125, Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs"
2001-06-18,"George W. Bush","Executive Order 13217—Community-Based Alternatives for Individuals With Disabilities"
2001-06-20,"George W. Bush","Executive Order 13218—21st Century Workforce Initiative"
2001-06-26,"George W. Bush","Executive Order 13219—Blocking Property of Persons Who Threaten International Stabilization Efforts in the Western Balkans"
2001-07-02,"George W. Bush","Executive Order 13220—Waiver Under the Trade Act of 1974 With Respect to the Republic of Belarus"
2001-07-31,"George W. Bush","Executive Order 13221—Energy Efficient Standby Power Devices"
2001-08-17,"George W. Bush","Executive Order 13222—Continuation of Export Control Regulations"
2001-09-14,"George W. Bush","Executive Order 13223—Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation"
2001-09-23,"George W. Bush","Executive Order 13224—Blocking Property and Prohibiting Transactions With Persons Who Commit, Threaten To Commit, or Support Terrorism"
2001-09-28,"George W. Bush","Executive Order 13225—Continuance of Certain Federal Advisory Committees"
2001-09-30,"George W. Bush","Executive Order 13226—Presidents Council of Advisors on Science and Technology"
2001-10-02,"George W. Bush","Executive Order 13227—Presidents Commission on Excellence in Special Education"
2001-10-08,"George W. Bush","Executive Order 13228—Establishing the Office of Homeland Security and the Homeland Security Council"
2001-10-09,"George W. Bush","Executive Order 13229—Amendment to Executive Order 13045, Extending the Task Force on Environmental Health Risks and Safety Risks to Children"
2001-10-12,"George W. Bush","Executive Order 13230—Presidents Advisory Commission on Educational Excellence for Hispanic Americans"
2001-10-16,"George W. Bush","Executive Order 13231—Critical Infrastructure Protection in the Information Age"
2001-10-20,"George W. Bush","Executive Order 13232—Further Amendment to Executive Order 10789, As Amended, To Authorize the Department of Health and Human Services To Exercise Certain Contracting Authority in Connection With National Defense Functions"
2001-11-01,"George W. Bush","Executive Order 13233—Further Implementation of the Presidential Records Act"
2001-11-09,"George W. Bush","Executive Order 13234—Presidential Task Force on Citizen Preparedness in the War on Terrorism"
2001-11-16,"George W. Bush","Executive Order 13235—National Emergency Construction Authority"
2001-11-27,"George W. Bush","Executive Order 13236—Waiver of Dual Compensation Provisions of the Central Intelligence Agency Retirement Act of 1964"
2001-11-28,"George W. Bush","Executive Order 13237—Creation of the Presidents Council on Bioethics"
2001-12-05,"George W. Bush","Executive Order 13238—Closing of Federal Government Executive Departments and Agencies on Monday, December 24, 2001"
2001-12-12,"George W. Bush","Executive Order 13239—Designation of Afghanistan and the Airspace Above as a Combat Zone"
2001-12-18,"George W. Bush","Executive Order 13244—Providing an Order of Succession Within the Department of the Interior"
2001-12-18,"George W. Bush","Executive Order 13246—Providing an Order of Succession Within the Department of the Treasury"
2001-12-18,"George W. Bush","Executive Order 13243—Providing an Order of Succession Within the Department of Housing and Urban Development"
2001-12-18,"George W. Bush","Executive Order 13245—Providing an Order of Succession Within the Department of Labor"
2001-12-18,"George W. Bush","Executive Order 13247—Providing an Order of Succession Within the Department of Veterans Affairs"
2001-12-18,"George W. Bush","Executive Order 13240—Council of Europe in Respect of the Group of States Against Corruption"
2001-12-18,"George W. Bush","Executive Order 13241—Providing an Order of Succession Within the Department of Agriculture"
2001-12-18,"George W. Bush","Executive Order 13242—Providing an Order of Succession Within the Department of Commerce"
2001-12-20,"George W. Bush","Executive Order 13248—Establishing an Emergency Board To Investigate a Dispute Between United Airlines, Inc., and Its Mechanics and Related Employees Represented by the International Association of Machinists and Aerospace Workers"
2001-12-28,"George W. Bush","Executive Order 13249—Adjustments of Certain Rates of Pay"
2001-12-28,"George W. Bush","Executive Order 13250—Providing an Order of Succession Within the Department of Health and Human Services"
2001-12-28,"George W. Bush","Executive Order 13251—Providing an Order of Succession Within the Department of State"
2002-01-07,"George W. Bush","Executive Order 13252—Exclusions From the Federal Labor-Management Relations Program"
2002-01-16,"George W. Bush","Executive Order 13253—Amendment to Executive Order 13223, Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation"
2002-01-29,"George W. Bush","Executive Order 13254—Establishing the USA Freedom Corps"
2002-02-06,"George W. Bush","Executive Order 13255—Amendment to Executive Order 13227, Presidents Commission on Excellence in Special Education"
2002-02-12,"George W. Bush","Executive Order 13256—Presidents Board of Advisors on Historically Black Colleges and Universities"
2002-02-13,"George W. Bush","Executive Order 13257—Presidents Interagency Task Force To Monitor and Combat Trafficking in Persons"
2002-02-26,"George W. Bush","Executive Order 13258—Amending Executive Order 12866 on Regulatory Planning and Review"
2002-03-19,"George W. Bush","Executive Order 13259—Designation of Public International Organizations for Purposes of the Securities Exchange Act of 1934 and the Foreign Corrupt Practices Act of 1977"
2002-03-19,"George W. Bush","Executive Order 13260—Establishing the Presidents Homeland Security Advisory Council and Senior Advisory Committees for Homeland Security"
2002-03-19,"George W. Bush","Executive Order 13261—Providing An Order of Succession in the Environmental Protection Agency and Amending Certain Orders on Succession"
2002-04-11,"George W. Bush","Executive Order 13262—Amendments to the Manual for Courts-Martial, United States"
2002-04-29,"George W. Bush","Executive Order 13263—Presidents New Freedom Commission on Mental Health"
2002-06-04,"George W. Bush","Executive Order 13264—Amendment to Executive Order 13180, Air Traffic Performance-Based Organization"
2002-06-06,"George W. Bush","Executive Order 13265—Presidents Council on Physical Fitness and Sports"
2002-06-20,"George W. Bush","Executive Order 13266—Activities To Promote Personal Fitness"
2002-06-20,"George W. Bush","Executive Order 13267—Establishing a Transition Planning Office for the Department of Homeland Security Within the Office of Management and Budget"
2002-07-02,"George W. Bush","Executive Order 13268—Termination of Emergency With Respect to the Taliban and Amendment of Executive Order 13224 of September 23, 2001"
2002-07-03,"George W. Bush","Executive Order 13269—Expedited Naturalization of Aliens and Noncitizen Nationals Serving in an Active-Duty Status During the War on Terrorism"
2002-07-03,"George W. Bush","Executive Order 13270—Tribal Colleges and Universities"
2002-07-09,"George W. Bush","Executive Order 13271—Establishment of the Corporate Fraud Task Force"
2002-08-13,"George W. Bush","Executive Order 13272—Proper Consideration of Small Entities in Agency Rulemaking"
2002-08-21,"George W. Bush","Executive Order 13273—Further Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States"
2002-09-18,"George W. Bush","Executive Order 13274—Environmental Stewardship and Transportation Infrastructure Project Reviews"
2002-10-07,"George W. Bush","Executive Order 13275—Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States"
2002-11-15,"George W. Bush","Executive Order 13276—Delegation of Responsibilities Concerning Undocumented Aliens Interdicted or Intercepted in the Caribbean Region"
2002-11-19,"George W. Bush","Executive Order 13277—Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Act of 2002"
2002-12-11,"George W. Bush","Executive Order 13278—Presidents Commission on the United States Postal Service"
2002-12-12,"George W. Bush","Executive Order 13279—Equal Protection of the Laws for Faith-Based and Community Organizations"
2002-12-12,"George W. Bush","Executive Order 13280—Responsibilities of the Department of Agriculture and the Agency for International Development With Respect to Faith-Based and Community Initiatives"
2002-12-19,"George W. Bush","Executive Order 13281—Half-Day Closing of Executive Departments and Agencies of the Federal Government on Tuesday, December 24, 2002"
2002-12-31,"George W. Bush","Executive Order 13282—Adjustments of Certain Rates of Pay"
2003-01-21,"George W. Bush","Executive Order 13283—Establishing the Office of Global Communications"
2003-01-23,"George W. Bush","Executive Order 13284—Amendment of Executive Orders, and Other Actions, in Connection With the Establishment of the Department of Homeland Security"
2003-01-29,"George W. Bush","Executive Order 13285—Presidents Council on Service and Civic Participation"
2003-02-28,"George W. Bush","Executive Order 13286—Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security"
2003-03-03,"George W. Bush","Executive Order 13287—Preserve America"
2003-03-06,"George W. Bush","Executive Order 13288—Blocking Property of Persons Undermining Democratic Processes or Institutions in Zimbabwe"
2003-03-12,"George W. Bush","Executive Order 13289—Establishing the Global War on Terrorism Medals"
2003-03-20,"George W. Bush","Executive Order 13290—Confiscating and Vesting Certain Iraqi Property"
2003-03-21,"George W. Bush","Executive Order 13291—Further Adjustment of Certain Rates of Pay"
2003-03-25,"George W. Bush","Executive Order 13292—Further Amendment to Executive Order 12958, as Amended, Classified National Security Information"
2003-03-28,"George W. Bush","Executive Order 13293—Amendment to Executive Order 10448, Establishing the National Defense Service Medal"
2003-03-28,"George W. Bush","Executive Order 13294—Regulations Relating to Hazardous Duty Incentive Pay, Aviation Career Incentive Pay, and Submarine Duty Incentive Pay"
2003-04-04,"George W. Bush","Executive Order 13295—Revised List of Quarantinable Communicable Diseases"
2003-04-18,"George W. Bush","Executive Order 13296—Amendments to Executive Order 13045, Protection of Children From Environmental Health Risks and Safety Risks"
2003-04-23,"George W. Bush","Executive Order 13297—Applying the Federal Physicians Comparability Allowance Amendments of 2000 to Participants in the Foreign Service Retirement and Disability System, the Foreign Service Pension System, and the Central Intelligence Agency Retirement and Disability System"
2003-05-06,"George W. Bush","Executive Order 13298—Termination of Emergency With Respect to the Actions and Policies of UNITA and Revocation of Related Executive Orders"
2003-05-08,"George W. Bush","Executive Order 13299—Interagency Group on Insular Areas"
2003-05-09,"George W. Bush","Executive Order 13300—Facilitating the Administration of Justice in the Federal Courts"
2003-05-14,"George W. Bush","Executive Order 13301—Increasing the Number of Members on the Intelligence Oversight Board"
2003-05-15,"George W. Bush","Executive Order 13302—Amending Executive Order 13212, Actions To Expedite Energy-Related Projects"
2003-05-22,"George W. Bush","Executive Order 13303—Protecting the Development Fund for Iraq and Certain Other Property in Which Iraq Has an Interest"
2003-05-28,"George W. Bush","Executive Order 13304—Termination of Emergencies With Respect to Yugoslavia and Modification of Executive Order 13219 of June 26, 2001"
2003-05-28,"George W. Bush","Executive Order 13305—Extension of the Presidents Information Technology Advisory Committee and the Presidents Council of Advisors on Science and Technology"
2003-05-28,"George W. Bush","Executive Order 13306—Establishing the Bob Hope American Patriot Award"
2003-05-29,"George W. Bush","Executive Order 13307—European Central Bank"
2003-06-20,"George W. Bush","Executive Order 13308—Further Amendment to Executive Order 12580, as Amended, Superfund Implementation"
2003-07-25,"George W. Bush","Executive Order 13309—Amendments to Executive Order 12994, and Renaming the Presidents Committee on Mental Retardation As the Presidents Committee for People With Intellectual Disabilities"
2003-07-28,"George W. Bush","Executive Order 13310—Blocking Property of the Government of Burma and Prohibiting Certain Transactions"
2003-07-29,"George W. Bush","Executive Order 13311—Homeland Security Information Sharing"
2003-07-29,"George W. Bush","Executive Order 13312—Implementing the Clean Diamond Trade Act"
2003-07-31,"George W. Bush","Executive Order 13313—Delegation of Certain Congressional Reporting Functions"
2003-08-08,"George W. Bush","Executive Order 13314—Waiver Under the Trade Act of 1974 With Respect to Turkmenistan"
2003-08-28,"George W. Bush","Executive Order 13315—Blocking Property of the Former Iraqi Regime, Its Senior Officials and Their Family Members, and Taking Certain Other Actions"
2003-09-17,"George W. Bush","Executive Order 13316—Continuance of Certain Federal Advisory Committees"
2003-09-25,"George W. Bush","Executive Order 13317—Volunteers for Prosperity"
2003-11-21,"George W. Bush","Executive Order 13318—Presidential Management Fellows Program"
2003-12-03,"George W. Bush","Executive Order 13319—Amendment to Executive Order 13183, Establishment of the Presidents Task Force on Puerto Ricos Status"
2003-12-09,"George W. Bush","Executive Order 13320—Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2003"
2003-12-17,"George W. Bush","Executive Order 13321—Appointments During National Emergency"
2003-12-30,"George W. Bush","Executive Order 13323—Assignment of Functions Relating to Arrivals in and Departures From the United States"
2003-12-30,"George W. Bush","Executive Order 13322—Adjustments of Certain Rates of Pay"
2004-01-15,"George W. Bush","Executive Order 13324—Termination of Emergency With Respect to Sierra Leone and Liberia"
2004-01-23,"George W. Bush","Executive Order 13325—Amendment to Executive Order 12293, the Foreign Service of the United States"
2004-01-27,"George W. Bush","Executive Order 13326—Presidents Commission on Implementation of United States Space Exploration Policy"
2004-02-04,"George W. Bush","Executive Order 13327—Federal Real Property Asset Management"
2004-02-06,"George W. Bush","Executive Order 13328—Commission on the Intelligence Capabilities of the United States Regarding Weapons of Mass Destruction"
2004-02-24,"George W. Bush","Executive Order 13329—Encouraging Innovation in Manufacturing"
2004-02-24,"George W. Bush","Executive Order 13330—Human Service Transportation Coordination"
2004-02-27,"George W. Bush","Executive Order 13331—National and Community Service Programs"
2004-03-03,"George W. Bush","Executive Order 13332—Further Adjustment of Certain Rates of Pay"
2004-03-18,"George W. Bush","Executive Order 13333—Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003"
2004-04-10,"George W. Bush","Executive Order 13334—Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Conductors Represented by the United Transportation Union"
2004-04-27,"George W. Bush","Executive Order 13335—Incentives for the Use of Health Information Technology and Establishing the Position of the National Health Information Technology Coordinator"
2004-04-30,"George W. Bush","Executive Order 13336—American Indian and Alaska Native Education"
2004-04-30,"George W. Bush","Executive Order 13337—Issuance of Permits With Respect to Certain Energy-Related Facilities and Land Transportation Crossings on the International Boundaries of the United States"
2004-05-11,"George W. Bush","Executive Order 13338—Blocking Property of Certain Persons and Prohibiting the Export of Certain Goods to Syria"
2004-05-13,"George W. Bush","Executive Order 13339—Increasing Economic Opportunity and Business Participation of Asian Americans and Pacific Islanders"
2004-05-18,"George W. Bush","Executive Order 13340—Establishment of Great Lakes Interagency Task Force and Promotion of a Regional Collaboration of National Significance for the Great Lakes"
2004-05-20,"George W. Bush","Executive Order 13341—Further Amendment to Executive Order 11023, Providing for the Performance by the Secretary of Commerce of Certain Functions Relating to the National Oceanic and Atmospheric Administration"
2004-06-01,"George W. Bush","Executive Order 13342—Responsibilities of the Departments of Commerce and Veterans Affairs and the Small Business Administration With Respect to Faith-Based and Community Initiatives"
2004-06-06,"George W. Bush","Executive Order 13343—Providing for the Closing of Government Departments and Agencies on June 11, 2004"
2004-07-07,"George W. Bush","Executive Order 13344—Amending Executive Order 13261 on the Order of Succession in the Environmental Protection Agency"
2004-07-08,"George W. Bush","Executive Order 13345—Assigning Foreign Affairs Functions and Implementing the Enterprise for the Americas Initiative and the Tropical Forest Conservation Act"
2004-07-08,"George W. Bush","Executive Order 13346—Delegation of Certain Waiver, Determination, Certification, Recommendation, and Reporting Functions"
2004-07-22,"George W. Bush","Executive Order 13347—Individuals With Disabilities in Emergency Preparedness"
2004-07-22,"George W. Bush","Executive Order 13348—Blocking Property of Certain Persons and Prohibiting the Importation of Certain Goods From Liberia"
2004-07-23,"George W. Bush","Executive Order 13349—Amending Executive Order 13226 To Designate the Presidents Council of Advisors on Science and Technology To Serve as the National Nanotechnology Advisory Panel"
2004-07-29,"George W. Bush","Executive Order 13350—Termination of Emergency Declared in Executive Order 12722 With Respect to Iraq and Modification of Executive Order 13290, Executive Order 13303, and Executive Order 13315"
2004-08-09,"George W. Bush","Executive Order 13351—Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Conductors Represented by the United Transportation Union"
2004-08-26,"George W. Bush","Executive Order 13352—Facilitation of Cooperative Conservation"
2004-08-27,"George W. Bush","Executive Order 13353—Establishing the Presidents Board on Safeguarding Americans Civil Liberties"
2004-08-27,"George W. Bush","Executive Order 13354—National Counterterrorism Center"
2004-08-27,"George W. Bush","Executive Order 13355—Strengthened Management of the Intelligence Community"
2004-08-27,"George W. Bush","Executive Order 13356—Strengthening the Sharing of Terrorism Information To Protect Americans"
2004-09-20,"George W. Bush","Executive Order 13357—Termination of Emergency Declared in Executive Order 12543 With Respect to the Policies and Actions of the Government of Libya and Revocation of Related Executive Orders"
2004-09-28,"George W. Bush","Executive Order 13358—Assignment of Functions Relating to Certain Appointments, Promotions, and Commissions in the Armed Forces"
2004-10-20,"George W. Bush","Executive Order 13359—Amendment to Executive Order 13173, Interagency Task Force on the Economic Development of the Central San Joaquin Valley"
2004-10-20,"George W. Bush","Executive Order 13360—Providing Opportunities for Service-Disabled Veteran Businesses To Increase Their Federal Contracting and Subcontracting"
2004-11-16,"George W. Bush","Executive Order 13361—Assignment of Functions Under the United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2003"
2004-11-29,"George W. Bush","Executive Order 13364—Modifying the Protection Granted to the Development Fund for Iraq and Certain Property in Which Iraq Has an Interest and Protecting the Central Bank of Iraq"
2004-11-29,"George W. Bush","Executive Order 13362—Designation of Additional Officers for the Department of Homeland Security Order of Succession"
2004-11-29,"George W. Bush","Executive Order 13363—Establishing the Afghanistan and Iraq Campaign Medals"
2004-12-03,"George W. Bush","Executive Order 13365—2004 Amendments to the Manual for Courts-Martial, United States"
2004-12-17,"George W. Bush","Executive Order 13366—Committee on Ocean Policy"
2004-12-21,"George W. Bush","Executive Order 13367—United States-Mexico Border Health Commission"
2004-12-30,"George W. Bush","Executive Order 13368—Adjustments of Certain Rates of Pay"
2005-01-07,"George W. Bush","Executive Order 13369—Presidents Advisory Panel on Federal Tax Reform"
2005-01-13,"George W. Bush","Executive Order 13370—Providing an Order of Succession in the Office of Management and Budget"
